contract_address,chain,protocol,method_id,method,absolute_executions,%,cum %
0x92691e540ac5314f5e12b8af476c3edeeebd6b58,zksync,,0x42842e0e,,38,,
0x7d3cab8613e18534a2c11277b8ef2aacad94f842,base,,0x20f8e94e,,38,,
0x68bd8b7c45633de6d7afd0b1f7b86b37b8a3c02a,eth,,0x42842e0e,,38,,
0xd85b5e176a30edd1915d6728faebd25669b60d8b,op,,0xe5585666,,38,,
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,eth,,0xfb0f3ee1,,38,,
0x7e7a0e201fd38d3adaa9523da6c109a07118c96a,bsc,,0xc2288147,,38,,
0xae7ab96520de3a18e5e111b5eaab095312d7fe84,eth,,0xd505accf,,38,,
0xaa9c15cd603428ca8ddd45e933f8efe3afbcc173,matic,,0xc45dec27,,38,,
0x80e38291e06339d10aab483c65695d004dbd5c69,linea,,0x94ec6d78,,38,,
0xa184998ec58dc1da77a1f9f1e361541257a50cf4,matic,,0x51905636,,38,,
0x74ccbe53f77b08632ce0cb91d3a545bf6b8e0979,op,,0x095ea7b3,,38,,
0xe341f30ea040bf3691aa069b8c5c213f72676421,bsc,,0x51905636,,38,,
0xef4fb24ad0916217251f553c0596f8edc630eb66,arb,,0xb9303701,,38,,
0xb4885bc63399bf5518b994c1d0c153334ee579d0,base,,0x095ea7b3,,38,,
0xd7936052d1e096d48c81ef3918f9fd6384108480,arb,,0x7a37dc2c,,38,,
0x2f8221e82e0d4669ad66eabf02a5baed43ea49e7,eth,,0x095ea7b3,,38,,
0x74ccbe53f77b08632ce0cb91d3a545bf6b8e0979,base,,0x095ea7b3,,38,,
0xe43638797513ef7a6d326a95e8647d86d2f5a099,arb,dolomite,0x8fb8b6c7,,38,,
0x8b791913eb07c32779a16750e3868aa8495f5964,zksync,,0x51cbf10f,,37,,
0xef153cb7bfc04c657cb7f582c7411556320098b9,base,,0xe2bbb158,,37,,
0xe7583af5121a8f583efd82767cccfeb71069d93a,eth,,0xac9650d8,,37,,
0x93d504070ab0eede5449c89c5ea0f5e34d8103f8,arb,,0x095ea7b3,,37,,
0x8fd4af47e4e63d1d2d45582c3286b4bd9bb95dfe,op,,0xe8eda9df,,37,,
0x8e0b8c8bb9db49a46697f3a5bb8a308e744821d2,arb,,0x095ea7b3,,37,,
0xfbbf371c9b0b994eebfcc977cef603f7f31c070d,bsc,,0xa4d855df,,37,,
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,eth,,0x617ba037,,37,,
0xc55126051b22ebb829d00368f4b12bde432de5da,eth,,0x095ea7b3,,37,,
0x97de57ec338ab5d51557da3434828c5dbfada371,eth,,0xf3fef3a3,,37,,
0x54de43b6ba21a5553697a2b78338e046dd7e0278,zksync,,0x51905636,,37,,
0x58fb30a61c218a3607e9273d52995a49ff2697ee,eth,,0x095ea7b3,,37,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,eth,,0x2298207a,,37,,
0xe52cec0e90115abeb3304baa36bc2655731f7934,eth,,0x56efe98c,,37,,
0x009a0b7c38b542208936f1179151cd08e2943833,linea,layerbank,0x830cbbbd,,37,,
0x322a270a18f1579c822e72049cb255d294313fdc,ftm,,0xaad3ec96,,37,,
0x058ba7574d8bc66f1a1dcc44bb5b18894d4190e0,bsc,,0xbd367d8e,,37,,
0xbf42c1972877f39e102807e5e80ed2ff5d16aa5f,eth,,0xf5298aca,,37,,
0xdf9d427711cce46b52feb6b2a20e4aeaea12b2b7,base,,0xc00007b0,,37,,
0xf819d9cb1c2a819fd991781a822de3ca8607c3c9,eth,,0x23b872dd,,37,,
0x20279b6d57ba6d3ef852f34800e43e39d46d6487,op,,0x51905636,,37,,
0x43d7e65b8ff49698d9550a7f315c87e67344fb59,eth,,0x095ea7b3,,37,,
0x85164e8f51b7985e328f4ec230b87f20bfcf1da9,ftm,,0xaad3ec96,,37,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,matic,,0x46c67b6d,,37,,
0x32bb5a147b5371fd901aa4a72b7f82c58a87e36d,eth,,0xa22cb465,,37,,
0xf7a0dd3317535ec4f4d29adf9d620b3d8d5d5069,base,,0x095ea7b3,,37,,
0x0a88bc5c32b684d467b43c06d9e0899efeaf59df,op,,0x64617461,,37,,
0xb189532c581afb4fbe69af6dc3cd36769525d446,arb,,0x436e0690,,37,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,base,lifi,0xbe1eace7,,37,,
0x0800394f6e23dd539929c8b77a3d45c96f76aefc,eth,,0x095ea7b3,,37,,
0x96662f375a9734654cb57bbfeb31db9dd7784a7f,ftm,,0x4e71d92d,,37,,
0xe3d1a117df7dcac2eb0ac8219341bad92f18dac1,ftm,,0x7ac09bf7,,37,,
0x2b0a43dccbd7d42c18f6a83f86d1a19fa58d541a,base,,0x441a3e70,,37,,
0x000000000022d473030f116ddee9f6b43ac78ba3,matic,,0x2a2d80d1,,36,,
0xc52fafdc900cb92ae01e6e4f8979af7f436e2eb2,eth,,0x42966c68,,36,,
0xce16f69375520ab01377ce7b88f5ba8c48f8d666,base,,0x21477960,,36,,
0xf8ebf4849f1fa4faf0dff2106a173d3a6cb2eb3a,eth,,0xa9059cbb,,36,,
0x8e86e46278518efc1c5ced245cba2c7e3ef11557,zksync,,0x095ea7b3,,36,,
0x03f7724180aa6b939894b5ca4314783b0b36b329,eth,,0x7ff36ab5,,36,,
0xd592f705bdc8c1b439bd4d665ed99c4faad5a680,arb,,0x3111e7b3,,36,,
0x1f721e2e82f6676fce4ea07a5958cf098d339e18,arb,,0xb87d2524,,36,,
0x6e2b76966cbd9cf4cc2fa0d76d24d5241e0abc2f,zksync,,0x12aa3caf,,36,,
0x61e40c3e5a150045984dd683ad781fba2b44fd67,ftm,,0xaad3ec96,,36,,
0xe261d618a959afffd53168cd07d12e37b26761db,matic,,0x23b872dd,,36,,
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,eth,,0xa9059cbb,,36,,
0xe34139463ba50bd61336e0c446bd8c0867c6fe65,eth,,0xac9650d8,,36,,
0xd9d74a29307cc6fc8bf424ee4217f1a587fbc8dc,arb,,0x29723511,,36,,
0x724796d2e9143920b1b58651b04e1ed201b8cc98,base,,0x2ad26a04,,36,,
0x4cdf39285d7ca8eb3f090fda0c069ba5f4145b37,ftm,,0x23b872dd,,36,,
0xa4108aa1ec4967f8b52220a4f7e94a8201f2d906,eth,,0x0f212357,,36,,
0x8821bee2ba0df28761afff119d66390d594cd280,eth,,0xa22cb465,,36,,
0x23805449f91bb2d2054d9ba288fdc8f09b5eac79,arb,,0x38ed1739,swap,36,,
0x32e94511908cab9f6c7d177943e19865b72bdde5,ftm,,0xaad3ec96,,36,,
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,matic,,0x87201b41,,36,,
0xf75a5a562a2ed7bf08bc907f9139b1bb9af8784e,ftm,,0xaad3ec96,,36,,
0xc72b5c6d2c33063e89a50b2f77c99193ae6cee6c,arb,,0x7ac09bf7,,36,,
0xca24cf44c863f7709b7ea0c08ff88b994063684b,arb,,0xa8f3b7b0,,36,,
0x3005003bda885dee7c74182e5fe336e9e3df87bb,eth,,0x095ea7b3,,36,,
0x2b81945875f892aff04af0a298d35fb2cf848c7b,eth,,0xa9059cbb,,36,,
0xed1167b6dc64e8a366db86f2e952a482d0981ebd,eth,,0x095ea7b3,,36,,
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,eth,,0xf305d719,,36,,
0xb404b32d20f780c7c2fa44502096675867deca1e,base,,0x20f8e94e,,36,,
0x3347453ced85bd288d783d85cdec9b01ab90f9d8,base,,0x095ea7b3,,36,,
0x663dc15d3c1ac63ff12e45ab68fea3f0a883c251,arb,,0x4d8160ba,,35,,
0x3a23f943181408eac424116af7b7790c94cb97a5,matic,,0x37c6145a,,35,,
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,bsc,,0x095ea7b3,,35,,
0xc15b9db0ee5b1b7fb8800a644457207f482e260d,arb,,0x095ea7b3,,35,,
0xe9a5af50874c0ef2748b5db70104b5ccb5557f6d,arb,,0x095ea7b3,,35,,
0x44ecc644449fc3a9858d2007caa8cfaa4c561f91,base,,0x095ea7b3,,35,,
0x12063cc18a7096d170e5fc410d8623ad97ee24b3,base,,0x095ea7b3,,35,,
0x6b175474e89094c44da98b954eedeac495271d0f,eth,,0x23b872dd,,35,,
0xd07180c423f9b8cf84012aa28cc174f3c433ee29,zksync,,0x811a23e0,,35,,
0x60e4d786628fea6478f785a6d7e704777c86a7c6,eth,,0xa22cb465,,35,,
0xba12222222228d8ba445958a75a0704d566bf2c8,arb,,0x8bdb3913,,35,,
0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,bsc,,0x095ea7b3,,35,,
0x787c09494ec8bcb24dcaf8659e7d5d69979ee508,zksync,,0x095ea7b3,,35,,
0xba12222222228d8ba445958a75a0704d566bf2c8,eth,,0x945bcec9,,35,,
0x808507121b80c02388fad14726482e061b8da827,eth,,0xa9059cbb,,35,,
0x8734b3264dbd22f899bcef4e92d442d538abeff0,base,,0x7ff36ab5,,35,,
0x9dda6ef3d919c9bc8885d5560999a3640431e8e6,linea,,0x5f575529,,35,,
0xe35e9842fceaca96570b734083f4a58e8f7c5f2a,arb,,0x1186ec33,,35,,
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,op,,0xe21fd0e9,,35,,
0x777034fef3ccbed74536ea1002faec9620deae0a,eth,,0xfecdad60,,35,,
0x95146881b86b3ee99e63705ec87afe29fcc044d9,arb,,0x095ea7b3,,35,,
0x663dc15d3c1ac63ff12e45ab68fea3f0a883c251,eth,,0x4d8160ba,,35,,
0xf9eddca6b1e548b0ec8cddec131464f462b8310d,ftm,,0xa1d50c3a,,35,,
0xe592427a0aece92de3edee1f18e0157c05861564,eth,,0x414bf389,,35,,
0x6653dd4b92a0e5bf8ae570a98906d9d6fd2eec09,base,,0x095ea7b3,,35,,
0xe0b52e49357fd4daf2c15e02058dce6bc0057db4,matic,,0x095ea7b3,,35,,
0x327df1e6de05895d2ab08513aadd9313fe505d86,base,,0xf305d719,,35,,
0x6fd879830d9b1ee5d4f9ef12f8d5dee916bebd0b,op,,0x94f8c3f3,,34,,
0xe80b4f755417fb4baf4dbd23c029db3f62786523,base,,0x095ea7b3,,34,,
0xe11b93b61f6291d35c5a2bea0a9ff169080160cf,base,,0x0dede6c4,,34,,
0x296f55f8fb28e498b858d0bcda06d955b2cb3f97,op,,0x2e15238c,,34,,
0xf7433be66cfe98a87599bad6db088f3186e54ab9,matic,,0x379607f5,,34,,
0xebe51588c0122ac0de68620f4db8d563fdf9937c,base,,0x18fccc76,,34,,
0xba100000625a3754423978a60c9317c58a424e3d,eth,,0xa9059cbb,,34,,
0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,eth,,0xa22cb465,,34,,
0x8b791913eb07c32779a16750e3868aa8495f5964,zksync,,0x3f464b16,,34,,
0x5d82183db96e55a5f2caee691728584cd4a037e1,base,,0x8f1bf04d,,34,,
0xda31d0d1bc934fc34f7189e38a413ca0a5e8b44f,eth,,0x095ea7b3,,34,,
0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,eth,,0x23b872dd,,34,,
0xfeea44bc2161f2fe11d55e557ae4ec855e2d1168,eth,,0x00f714ce,,34,,
0x78bb3aec3d855431bd9289fd98da13f9ebb7ef15,eth,,0xe5f13b16,,34,,
0x3a23f943181408eac424116af7b7790c94cb97a5,matic,,0x00000188,,34,,
0x60d84044e916ac1a22981da23058591193de3afc,arb,conic?,0xe2bbb158,,34,,
0xb87904db461005fc716a6bf9f2d451c33b10b80b,matic,,0x23b872dd,,34,,
0x5d066d022ede10efa2717ed3d79f22f949f8c175,matic,,0x095ea7b3,,34,,
0xe2538a84bdc7d34c9ee7f89c835ce78f07d816d5,arb,,0x4e71d92d,,34,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,bsc,,0x54e3f31b,,34,,
0xe010ec500720be9ef3f82129e7ed2ee1fb7955f2,eth,,0x095ea7b3,,34,,
0xdfa46478f9e5ea86d57387849598dbfb2e964b02,op,,0x095ea7b3,,34,,
0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,eth,,0x095ea7b3,,34,,
0x4a220e6096b25eadb88358cb44068a3248254675,eth,,0x23b872dd,,34,,
0xbb5ca40b2f7af3b1ff5dbce0e9cc78f8bfa817ce,arb,,0x02c5fcf8,,34,,
0x18cd9270dbdca86d470cfb3be1b156241fffa9de,arb,,0xa4d73041,,34,,
0xc9cca8e570f81a7476760279b5b19cc1130b7580,base,,0x84bb1e42,,34,,
0x14ad01d5f496e9c40358629f6a95a7c3b5c4b767,arb,,0x4cd5520b,,34,,
0x8fd4af47e4e63d1d2d45582c3286b4bd9bb95dfe,op,,0x69328dec,,34,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,op,lifi,0x1fd8010c,,34,,
0x00e8c0e92eb3ad88189e7125ec8825edc03ab265,matic,,0x095ea7b3,,33,,
0xaa277cb7914b7e5514946da92cb9de332ce610ef,arb,,0x88316456,,33,,
0x77e06c9eccf2e797fd462a92b6d7642ef85b0a44,eth,,0x095ea7b3,,33,,
0x0000000000000000000000000000000000000801,moonbeam,,0x4e71d92d,,33,,
0xfc6a933a32aa6a382ea06d699a8b788a0bc49fcb,arb,,0x8dbdbe6d,,33,,
0x067c6e30607107ae9f438ba800e30584161b81a7,arb,,0xf5d37812,,33,,
0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,eth,,0xdeefbf87,,33,,
0x0000000000664ceffed39244a8312bd895470803,eth,,0xb510391f,,33,,
0xbe74a95d159e8e323b8c1a70f825efc85fed27c4,eth,,0x095ea7b3,,33,,
0xa4838122c683f732289805fc3c207febd55babdd,bsc,,0x23b872dd,,33,,
0xfd4ca4a692f14d88af3e7ae13cf00d5095213b25,eth,,0x095ea7b3,,33,,
0xab9b68c9e53c94d7c0949fb909e80e4a29f9134a,base,,0x7ac09bf7,,33,,
0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,avax,,0x2075ad22,,33,,
0x1e2d8f84605d32a2cbf302e30bfd2387badf35dd,polygon-zkevm,,0x8dbdbe6d,,33,,
0x000000000022d473030f116ddee9f6b43ac78ba3,matic,,0x0d58b1db,,33,,
0xba5e6fa2f33f3955f0cef50c63dcc84861eab663,base,,0x095ea7b3,,33,,
0x9813037ee2218799597d83d4a5b6f3b6778218d9,eth,,0x23b872dd,,33,,
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,eth,,0xa415bcad,,33,,
0xaa277cb7914b7e5514946da92cb9de332ce610ef,arb,,0x42842e0e,,33,,
0x4200000000000000000000000000000000000016,base,,0xc2b3e5ac,,33,,
0x9d4903f755fc12cded3012686c2064e98b84e6b7,arb,,0x43a0d066,,33,,
0xa07c5b74c9b40447a954e1466938b865b6bbea36,bsc,,0xc5ebeaec,,33,,
0x23981fc34e69eedfe2bd9a0a9fcb0719fe09dbfc,arb,,0x3ce33bff,,33,,
0x3e647e1242a8ce0ce013cb967fbff742d7846242,arb,,0xd8319d47,,33,,
0x088cd8f5ef3652623c22d48b1605dcfe860cd704,arb,,0x095ea7b3,,33,,
0xff04820c36759c9f5203021fe051239ad2dcca8a,matic,,0xdf6e943b,,33,,
0x21a4a5c00ab2fd749ebec8282456d93351459f2a,op,,0x379607f5,,33,,
0x9f7dc808ae9c08aff2bf71cb846b52236403e9a9,op,,0xc00007b0,,33,,
0xdb5889e35e379ef0498aae126fc2cce1fbd23216,eth,,0x0162e2d0,,33,,
0x2d30a29a8a129cd6b2d5d80074c6fc9c80b13c35,arb,,0xea80119e,,32,,
0x1f9248b193806d7bb7f04945bc8f35dfeeffca34,base,,0x3510dfa6,,32,,
0x423f4e6138e475d85cf7ea071ac92097ed631eea,eth,,0x095ea7b3,,32,,
0x756fc5e6bdb26a85594346d7d0520e1c0e492452,base,,0x240f9774,,32,,
0x6694340fc020c5e6b96567843da2df01b2ce1eb6,arb,,0x2e15238c,,32,,
0x746ca28e10b1401333746be0edb4003a5d70cb1f,eth,,0x095ea7b3,,32,,
0xda47862a83dac0c112ba89c6abc2159b95afd71c,eth,,0x095ea7b3,,32,,
0x7f2ff89d3c45010c976ea6bb7715dc7098af786e,base,,0x18cbafe5,swap,32,,
0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,bsc,,0x23b872dd,,32,,
0xba2bc404f9ba2c42a36f1fec5103d8eb9abb11b3,eth,,0x056b01ce,,32,,
0x2da10a1e27bf85cedd8ffb1abbe97e53391c0295,zksync,,0x94ec6d78,,32,,
0x1111111254eeb25477b68fb85ed929f73a960582,ftm,,0x12aa3caf,,32,,
0x5800249621da520adfdca16da20d8a5fc0f814d8,op,,0xe56461ad,,32,,
0xf21661d0d1d76d3ecb8e1b9f1c923dbfffae4097,eth,,0x23b872dd,,32,,
0x0d8775f648430679a709e98d2b0cb6250d2887ef,eth,,0xa9059cbb,,32,,
0x686f2404e77ab0d9070a46cdfb0b7fecdd2318b0,eth,,0x095ea7b3,,32,,
0xe805977d5fa2f05e2175507a1f8e44cd3f22972c,arb,,0xfa775c0f,,32,,
0xe6f3494e839f3d3fb36c407eb35cd85d90dc3704,eth,,0xf0fd1084,,32,,
0xfb73dfff0ae6aa94559b1b17421cf42e198b8d22,arb,,0xac16c7cb,,32,,
0xd85b5e176a30edd1915d6728faebd25669b60d8b,arb,,0xe5585666,,32,,
0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,eth,,0xe8eda9df,,32,,
0x0b15783d6daf9d7923493e15d958fb4c3468ed0f,base,,0x441a3e70,,32,,
0xa19f5264f7d7be11c451c093d8f92592820bea86,eth,,0x095ea7b3,,32,,
0x0b2402144bb366a632d14b83f244d2e0e21bd39c,arb,,0xc6878519,,32,,
0xd1d250e0432ea77ea72fb8d56897ad2c45330e90,eth,,0x095ea7b3,,32,,
0x67b8afddb494c16b779e6f23e1de5dbf3437f857,eth,,0xc9ea7b63,,32,,
0xdef1c0ded9bec7f1a1670819833240f027b25eff,arb,,0x706394d5,,32,,
0xce16f69375520ab01377ce7b88f5ba8c48f8d666,ftm,,0x846a1bc6,,32,,
0x036676389e48133b63a802f8635ad39e752d375d,eth,,0xc3ae1766,,32,,
0x5aea5775959fbc2557cc8789bc1bf90a239d9a91,zksync,,0x2e1a7d4d,,32,,
0xe7eb31f23a5befeeff76dbd2ed6adc822568a5d2,matic,,0x2646478b,,32,,
0x495f947276749ce646f68ac8c248420045cb7b5e,eth,,0xa22cb465,,32,,
0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,linea,,0xd0e30db0,,32,,
0xf6ad3ccf71abb3e12becf6b3d2a74c963859adcd,polygon-zkevm,,0xac9650d8,,32,,
0x1111111254eeb25477b68fb85ed929f73a960582,eth,,0x9570eeee,,32,,
0xd3d9ddd0cf0a5f0bfb8f7fceae075df687eaebab,eth,,0xa22cb465,,31,,
0xb0d502e938ed5f4df2e681fe6e419ff29631d62b,op,,0x84d0dba3,,31,,
0x08c4b60fda8aa6239b7de7d165bcf6f1686cad82,eth,,0x3805550f,,31,,
0xc36442b4a4522e871399cd717abdd847ab11fe88,eth,,0x42842e0e,,31,,
0x5e8422345238f34275888049021821e8e08caa1f,eth,,0x095ea7b3,,31,,
0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,matic,,0x71ee95c0,,31,,
0x72c590349535ad52e6953744cb2a36b409542719,eth,,0x11c61ad3,,31,,
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,bsc,,0xe21fd0e9,,31,,
0x09986b4e255b3c548041a30a2ee312fe176731c2,arb,,0x143f05e1,,31,,
0xd999e16e68476bc749a28fc14a0c3b6d7073f50c,zksync,,0xf41766d8,,31,,
0x80e79722f75e08d4d3ec5d138c03d9a59465b975,op,,0xc00007b0,,31,,
0xe99ead648fb2893d1cfa4e8fe8b67b35572d2581,arb,,0x2e1a7d4d,,31,,
0xa6e0e731cb1e99aede0f9c9128d04f948e18727d,bsc,,0x1f1db043,,31,,
0x49048044d57e1c92a77f79988d21fa8faf74e97e,eth,,0x4870496f,,31,,
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,eth,,0x69328dec,,31,,
0xbd3531da5cf5857e7cfaa92426877b022e612cf8,eth,,0xa22cb465,,31,,
0xba1c3525145f1cab6f702a2e8c4317c9ce224fd6,bsc,,0x3d18b912,,31,,
0x0d1e753a25ebda689453309112904807625befbe,polygon-zkevm,,0x095ea7b3,,31,,
0xe43638797513ef7a6d326a95e8647d86d2f5a099,arb,,0xbb0a6fa5,,31,,
0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,avax,,0xa9059cbb,,31,,
0x60b8c145235a31f1949a831803768bf37d7ab7aa,arb,,0xb666e032,,31,,
0x777777c9898d384f785ee44acfe945efdff5f3e0,eth,,0xf3fef3a3,,31,,
0x3b95bc951ee0f553ba487327278cac44f29715e5,eth,,0xb1a1a882,,31,,
0x764fa09d0b3de61eed242099bd9352c1c61d3d27,arb,dopex,0xcfc3325a,,31,,
0xe60779cc1b2c1d0580611c526a8df0e3f870ec48,eth,,0x095ea7b3,,31,,
0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,eth,,0x095ea7b3,,31,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,eth,,0xb2f1e6db,,31,,
0xf97c707024ef0dd3e77a0824555a46b622bfb500,arb,,0xf1dc3cc9,,31,,
0x70c575588b98c1f46b1382c706adaf398a874e3e,matic,,0x97b5b932,,30,,
0xdc8af07a7861bedd104b8093ae3e9376fc8596d2,eth,,0x23b872dd,,30,,
0x32e4d98d3010ac12d75019c484caa78665b03986,arb,,0x095ea7b3,,30,,
0x70c575588b98c1f46b1382c706adaf398a874e3e,matic,,0xd422b242,,30,,
0xb588a34afa5be3f3af703159fb6586a2caf04ba8,base,,0xc27e85ca,,30,,
0xd7ef5ac7fd4aaa7994f3bc1d273eab1d1013530e,arb,,0xa8559872,,30,,
0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,eth,,0x095ea7b3,,30,,
0x952142489b62d9f87a4ba2609fbe8098f15c4755,eth,,0xa1274724,,30,,
0x07e56b727e0eacfa53823977599905024c2de4f0,matic,,0x06e75722,,30,,
0xd1ad8ebfb0fb6306962e48260cf1e8062eb28cfa,eth,alfadao,0x42842e0e,,30,,
0x6171f829e107f70b58d67594c6b62a7d3eb7f23b,base,,0x84bb1e42,,30,,
0x1b4d3b0421ddc1eb216d230bc01527422fb93103,linea,,0xc2998238,,30,,
0xde5ed76e7c05ec5e4572cfc88d1acea165109e44,arb,,0x095ea7b3,,30,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,op,,0xbe1eace7,,30,,
0x8ea9bedb8bb7e99643844ec79543f4faa78453e4,eth,,0x095ea7b3,,30,,
0xcfd72be67ee69a0dd7cf0f846fc0d98c33d60f16,arb,,0x095ea7b3,,30,,
0x45f1a95a4d3f3836523f5c83673c797f4d4d263b,base,,0x87b21efc,,30,,
0xae1de74153fb8f46f16a2ccff6b922dd1dc7dd13,arb,,0x3db5fba4,,30,,
0x9e53e88dcff56d3062510a745952dec4cefdff9e,base,,0x095ea7b3,,30,,
0x8df8e39103f196820ea56403733a79c60086608c,arb,,0x94b918de,,30,,
0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,arb,,0x9ab6156b,,30,,
0x77b6f45a3dcf0493f1b9ac9874e5982ab526aa9e,arb,,0xcfc3325a,,30,,
0x841fad6eae12c286d1fd18d1d525dffa75c7effe,ftm,,0x23b872dd,,30,,
0xeb466342c4d449bc9f53a865d5cb90586f405215,arb,,0x095ea7b3,,30,,
0x6acdfd8bd4f5ac6f5e0ca54024663c251e9cf0f4,arb,,0x4641257d,,30,,
0xa35b1b31ce002fbf2058d22f30f95d405200a15b,eth,,0x095ea7b3,,30,,
0x1891783cb3497fdad1f25c933225243c2c7c4102,matic,,0x414bf389,,30,,
0x49048044d57e1c92a77f79988d21fa8faf74e97e,eth,,0x8c3152e9,,30,,
0x01cc6b33c63cee896521d63451896c14d42d05ea,base,,0xaff6cbf1,,30,,
0x6352a56caadc4f1e25cd6c75970fa768a3304e64,avax,,0x90411a32,,30,,
0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,avax,,0x8efc2b2c,,30,,
0x3c3a81e81dc49a522a592e7622a7e711c06bf354,eth,,0x095ea7b3,,30,,
0x8700daec35af8ff88c16bdf0418774cb3d7599b4,op,,0x095ea7b3,,30,,
0xe709cb16b5014e5026e6c422174e6284c7ad4586,arb,,0x4e71d92d,,30,,
0xde5ed76e7c05ec5e4572cfc88d1acea165109e44,base,,0x095ea7b3,,30,,
0xec8da1bace73b413ff024d6d42e2a1624e353983,arb,,0xdac82966,,29,,
0x4e69a51f24f5a46919113cc78ab262da74a4611d,eth,,0xd5c35c39,,29,,
0x70ea00ab512d13dac5001c968f8d2263d179e2d2,matic,,0x51905636,,29,,
0x207bcc253ba86ae10158c7642ce515e09ff02f6a,op,,0x51905636,,29,,
0x296f55f8fb28e498b858d0bcda06d955b2cb3f97,op,,0x095ea7b3,,29,,
0x95fc37a27a2f68e3a647cdc081f0a89bb47c3012,eth,,0xb1a1a882,,29,,
0xfea7a6a0b346362bf88a9e4a88416b77a57d6c2a,arb,,0x095ea7b3,,29,,
0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,eth,,0xa9059cbb,,29,,
0x31f648572b67e60ec6eb8e197e1848cc5f5558de,eth,,0xe9e05c42,,29,,
0xd7f1dd5d49206349cae8b585fcb0ce3d96f1696f,op,,0x83d13e01,,29,,
0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,eth,,0x095ea7b3,,29,,
0x7a0bea791a3fde0911f910f3fa5875f5b4a294e1,base,,0x2e4dbe8f,,29,,
0x2723522702093601e6360cae665518c4f63e9da6,bsc,,0x71fd0a98,,29,,
0x0c49cc7ac77246ba6022dc2fe8cc0942cef83fa3,arb,,0x80699b79,,29,,
0xb3e6da0d92cdbef73b57920ffd69c768b447ba89,arb,,0xfb4d364c,,29,,
0x7f5c764cbc14f9669b88837ca1490cca17c31607,op,,0x23b872dd,,29,,
0x62d1ed2300a42fb66e583da3099849700ebbfe7a,base,,0x18cbafe5,swap,29,,
0x308861a430be4cce5502d0a12724771fc6daf216,eth,,0xd0e30db0,,29,,
0x2d18f2d27d50c9b4013deba3d54f60996bd8847e,bsc,,0x2e4dbe8f,,29,,
0x23581767a106ae21c074b2276d25e5c3e136a68b,eth,,0xa22cb465,,29,,
0xacf63e56fd08970b43401492a02f6f38b6635c91,eth,,0xa22cb465,,29,,
0xd533a949740bb3306d119cc777fa900ba034cd52,eth,,0x095ea7b3,,29,,
0xc7198437980c041c805a1edcba50c1ce5db95118,avax,,0x095ea7b3,,29,,
0x0082578eedfd01ec97c36165469d012d6dc257cc,eth,,0x3f6b5fde,,29,,
0x10ed43c718714eb63d5aa57b78b54704e256024e,bsc,,0x5c11d795,,29,,
0xb58f5110855fbef7a715d325d60543e7d4c18143,polygon-zkevm,,0x1249c58b,,29,,
0xe72e82b672d7d3e206327c0762e9805fbfcbca92,arb,,0xbdec4a27,,29,,
0xed5af388653567af2f388e6224dc7c4b3241c544,eth,,0xa22cb465,,29,,
0x5c9bbe51f7f19f8c77df7a3ada35ab434aaa86c5,avax,,0x126928c4,,29,,
0xd36990d74b947ec4ad9f52fe3d49d14addb51e44,bsc,,0x2646478b,,29,,
0xe010ec500720be9ef3f82129e7ed2ee1fb7955f2,eth,,0xd004f0f7,,29,,
0x3caae25ee616f2c8e13c74da0813402eae3f496b,arb,,0x7cbc2373,,29,,
0x8a90cab2b38dba80c64b7734e58ee1db38b8992e,eth,,0xa22cb465,,29,,
