contract_address,chain,protocol,method_id,method,absolute_executions,%,cum %
0xc0970d8e2e6c1fb26401c405aa49a05fab69f378,op,,0x095ea7b3,,8,,
0x762340b8a40cdd5bfc3edd94265899fda345d0e3,eth,,0x353ad881,,8,,
0xd93fc5a699e32c92e421a3339ad8b92912e63963,arb,,0x0914e011,,8,,
0xfbb21d0380bee3312b33c4353c8936a0f13ef26c,base,,0xc2998238,,8,,
0x63b420fb3294ba1d300ce5d3ba4bbca0f4fe5e3b,eth,,0x095ea7b3,,8,,
0xaa277cb7914b7e5514946da92cb9de332ce610ef,arb,,0xfc6f7865,,8,,
0xebd333524dc629031aa712223271a6794de13909,base,,0x095ea7b3,,8,,
0x3980c9ed79d2c191a89e02fa3529c60ed6e9c04b,eth,,0xef808be2,,8,,
0x5f45e48f9c053286ce9ca08db897f8b7eb3f7992,base,,0xd294f093,,8,,
0x73186f2cf2493f20836b17b21ae79fc12934e207,arb,,0x8dbdbe6d,,8,,
0xa02573c4ad15c16b48f10842aac9c9ea405b65a3,linea,,0x1249c58b,,8,,
0x85614a474dbeed440d5bbdb8ac50b0f22367f997,eth,,0x23b872dd,,8,,
0xf849de01b080adc3a814fabe1e2087475cf2e354,eth,,0x3cbf4f8a,,8,,
0x14ad01d5f496e9c40358629f6a95a7c3b5c4b767,arb,,0x42842e0e,,8,,
0xf8ebf4849f1fa4faf0dff2106a173d3a6cb2eb3a,eth,,0x23b872dd,,8,,
0x6f7db0d562d7fa4944ee7163e28e423a71d55a05,arb,,0x7abdc2b5,,8,,
0x18a192dfe0be1e5e9aa424738fdad800646283b2,arb,,0x7670a886,,8,,
0x9adf0d2c4feeac572ac1e2ca6a0d453017b5f7d9,base,,0x095ea7b3,,8,,
0xc405a68be0967d0002dbbeb8de0084f24086d36c,eth,,0x095ea7b3,,8,,
0xed17e645aa1aab0851a0d61b6dcadcaf2177d066,matic,,0x94d008ef,,8,,
0xcdfe3d7ebfa793675426f150e928cd395469ca53,eth,,0xbb1eb778,,8,,
0x07cfa5df24fb17486af0cbf6c910f24253a674d3,base,,0x095ea7b3,,8,,
0xa86dd95c210dd186fa7639f93e4177e97d057576,arb,,0xe9af0292,,8,,
0xf236ea74b515ef96a9898f5a4ed4aa591f253ce1,arb,,0x095ea7b3,,8,,
0x510647c2064c4b1cc32bfb19d04b3919f0020559,eth,,0xa22cb465,,8,,
0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,avax,,0x23b872dd,,8,,
0x1c11325ec05500dd587ffe0eeb2d4499b5b91e79,eth,,0x095ea7b3,,8,,
0x6dfb7660c5c81f5ffcd6aa4aea9d2f02989b4c58,eth,,0xd74855ac,,8,,
0x0169ec1f8f639b32eec6d923e24c2a2ff45b9dd6,matic,,0x095ea7b3,,8,,
0x9252ca630a12f67a9f2160f5566fd47ee148ddca,eth,,0xac9650d8,,8,,
0xa57ac35ce91ee92caefaa8dc04140c8e232c2e50,bsc,,0x23b872dd,,8,,
0xfcdb9e987f9159dab2f507007d5e3d10c510aa70,eth,,0x095ea7b3,,8,,
0x5979d7b546e38e414f7e9822514be443a4800529,arb,,0xa9059cbb,,8,,
0x9a06db14d639796b25a6cec6a1bf614fd98815ec,matic,,0x23b872dd,,8,,
0x38e9ef91f1a96aca71e2c5f7abfea45536b995a2,op,,0xf5db14ce,,8,,
0x1f7c16fce4fc894143afb5545bf04f676bf7dcf3,eth,,0xa22cb465,,8,,
0x6a6bfdd2174ade27258fe96b9afae3758dec14f2,eth,,0x095ea7b3,,8,,
0xe631dabef60c37a37d70d3b4f812871df663226f,matic,,0x23b872dd,,8,,
0x77f15a6ce7315588cec34c057aa96a1e8ebbc80e,arb,,0x52acc0c8,,8,,
0xbdec68492d69a7ff1fb4c2abf5c28ade535dc88a,linea,,0xbc2a4c29,,8,,
0xf4b5470523ccd314c6b9da041076e7d79e0df267,bsc,,0x23b872dd,,8,,
0x4cbde5c4b4b53ebe4af4adb85404725985406163,eth,,0x095ea7b3,,8,,
0xef153cb7bfc04c657cb7f582c7411556320098b9,base,,0x441a3e70,,8,,
0xfa7f8980b0f1e64a2062791cc3b0871572f1f7f0,arb,,0x23b872dd,,8,,
0xba386a4ca26b85fd057ab1ef86e3dc7bdeb5ce70,eth,,0x23b872dd,,8,,
0x703843c3379b52f9ff486c9f5892218d2a065cc8,base,,0x0e752702,,8,,
0x25ab3efd52e6470681ce037cd546dc60726948d3,base,,0xdecf2a48,,8,,
0xc4623408e3060f3c57e1a8d3716123f478e5d82f,base,,0x791ac947,,8,,
0xde6f99a9e63a8528ff43c3c1f13a07f541f761e5,arb,,0xf2e16b3c,,8,,
0xe592427a0aece92de3edee1f18e0157c05861564,arb,,0xc04b8d59,,8,,
0xd33526068d116ce69f19a9ee46f0bd304f21a51f,eth,,0x095ea7b3,,8,,
0x47ea4b0e88871e1a555323cb946239d92e058cac,arb,,0x7ff36ab5,,8,,
0x3af33bef05c2dcb3c7288b77fe1c8d2aeba4d789,eth,,0x23b872dd,,8,,
0x01e0d17a533e5930a349c2bb71304f04f20ab12b,bsc,,0x23b872dd,,8,,
0x05254db23880e93f597480a29b7a75f8434d9536,zksync,,0x1d5d7237,,8,,
0x771ef0171514f9fdd67c71f1d801fa095bb7c484,op,,0xb6b55f25,,8,,
0xec3492a2508ddf4fdc0cd76f31f340b30d1793e6,avax,,0x23b872dd,,8,,
0x38065fd99a4b87f35a2791d2c674ed992af33bed,base,,0x095ea7b3,,8,,
0x44aad22afbb2606d7828ca1f8f9e5af00e779ae1,eth,,0xa9059cbb,,8,,
0xf891214fdcf9cdaa5fdc42369ee4f27f226adad6,avax,,0xa9059cbb,,8,,
0xa448048c2fd1bd98ac3bc97a5b609b1b329bd0b3,eth,,0xa22cb465,,8,,
0xc99c679c50033bbc5321eb88752e89a93e9e83c5,eth,,0xa22cb465,,8,,
0x7062e54aa1f2c734cea1132b5b65d4d6d55272be,eth,,0x095ea7b3,,8,,
0x71aa84275c7704d96c9cb29aab38ac37ec320e3c,op,,0x095ea7b3,,8,,
0x9915d03d62b1d83f9a8890baebd72ed4bca49701,base,,0xb6b55f25,,8,,
0xca9c5032d9c72a5028cc760fd0cbb45798e68705,zksync,,0x7715ee75,,8,,
0x9f5f971286b5701b5cdec94f34abbfdf92e619b7,eth,,0xb8cca34e,,8,,
0xef4fb24ad0916217251f553c0596f8edc630eb66,arb,,0xfbe16ca7,,8,,
0x00000000000076a84fef008cdabe6409d2fe638b,eth,,0x537a5c3d,,8,,
0x021d90bb2a020f7b24e67c88e73dfd9668714654,arb,,0xfb560333,,8,,
0x2df7d0e4903029717c949cad204075a3d75c8806,eth,,0x095ea7b3,,8,,
0x272e156df8da513c69cb41cc7a99185d53f926bb,linea,,0xac9650d8,,8,,
0x0f2d719407fdbeff09d87557abb7232601fd9f29,eth,,0x23b872dd,,8,,
0x23ce9e926048273ef83be0a3a8ba9cb6d45cd978,bsc,,0x23b872dd,,8,,
0x13a7dedb7169a17be92b0e3c7c2315b46f4772b3,arb,,0x095ea7b3,,8,,
0x688ff0a32366ec4df2e03afc6e68015836205ba0,arb,,0xb23f347d,,8,,
0x3a23f943181408eac424116af7b7790c94cb97a5,base,,0x00000189,,8,,
0x9a27d13a4896baa03843a0728dff6007d665f8ee,eth,,0xa22cb465,,8,,
0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,eth,,0x474cf53d,,8,,
0xbeb5fc579115071764c7423a4f12edde41f106ed,eth,,0x4870496f,,8,,
0xb6cfcf89a7b22988bfc96632ac2a9d6dab60d641,arb,,0x095ea7b3,,8,,
0xe50fa9b3c56ffb159cb0fca61f5c9d750e8128c8,matic,,0x23b872dd,,8,,
0x19f3c80a10f799d9c361a688c657510d602658d5,op,,0x3d18b912,,8,,
0x743776e5a345fe62d7d85282407c94e616a03176,eth,,0x7de6988d,,8,,
0x4341a2c412b1b7bee50616de6e6e1172719c6351,eth,,0x095ea7b3,,8,,
0xf374ee8e8b7d33f21cb2aecd98e07cf26148df97,eth,,0x0d1d7ae5,,8,,
0xf3dcbc6d72a4e1892f7917b7c43b74131df8480e,eth,,0x23b872dd,,8,,
0x0c664a85521d5721bca047d29238d9e2a9e9e861,base,,0x731133e9,,8,,
0x961d4921e1718e633bac8ded88c4a1cae44b785a,eth,,0x095ea7b3,,8,,
0x92691e540ac5314f5e12b8af476c3edeeebd6b58,zksync,,0x23b872dd,,8,,
0x6c2c06790b3e3e3c38e12ee22f8183b37a13ee55,arb,,0x23b872dd,,8,,
0x5888641e3e6cbea6d84ba81edb217bd691d3be38,eth,,0xa9059cbb,,8,,
0xd38e031f4529a07996aab977d2b79f0e00656c56,eth,,0x095ea7b3,,8,,
0x8d9ba570d6cb60c7e3e0f31343efe75ab8e65fb1,arb,,0x095ea7b3,,8,,
0xe341f30ea040bf3691aa069b8c5c213f72676421,bsc,,0x40c10f19,,8,,
0x5d81ce189bf5267e70fb555916ffbc3d4c7b2245,eth,,0x8d21e95d,,8,,
0x0eb3a705fc54725037cc9e008bdede697f62f335,bsc,,0x23b872dd,,8,,
0x93519f3558775bbd5c0d501a2fd7a58bb034b379,eth,,0x659dd2b4,,8,,
0x10b9dd394467f2cfbc769e07e88dc7e2c41b0965,bsc,,0x23b872dd,,8,,
0x2692cc440416b7f8252406d84e9d66f0c48c069e,base,,0xc00007b0,,8,,
0xc19e66d08350eb88a41377b16c8ab93ee0fb4996,base,,0x16974324,,8,,
0x766d25d7005e6b690c0ab4fa1e81a2eb9b416c50,base,,0x84bb1e42,,8,,
0xd57346d0c78c855f3d5b3347e6a37732ede3b7a9,arb,,0xe2bbb158,,8,,
0x227f33775f1320959baa17280310fab9acc4aa6c,base,,0x441a3e70,,8,,
0xb50721bcf8d664c30412cfbc6cf7a15145234ad1,eth,,0x23b872dd,,8,,
0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa,eth,,0x23b872dd,,8,,
0x323665443cef804a3b5206103304bd4872ea4253,arb,,0x095ea7b3,,8,,
0x3e316791842a271ab1e138ff7408c015efd9c6be,eth,,0x095ea7b3,,8,,
0xb588a34afa5be3f3af703159fb6586a2caf04ba8,base,,0xe7bb988d,,8,,
0xe0176ba60efddb29cac5b15338c9962daee9de0c,eth,,0xa22cb465,,8,,
0x74a09653a083691711cf8215a6ab074bb4e99ef5,eth,,0x5358fbda,,8,,
0xfd8df0db401ab7ec7a06a8465134fa32132e850c,eth,,0x664f0ea9,,8,,
0x1370562aef5394097edaf8c6edf07a859e04e2db,bsc,,0x64617461,,8,,
0x102442a3ba1e441043154bc0b8a2e2fb5e0f94a7,arb,,0x69328dec,,8,,
0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,eth,,0x23b872dd,,8,,
0x785c34312dfa6b74f6f1829f79ade39042222168,eth,,0x095ea7b3,,8,,
0x6dbcc84ba4d9ff58fcabbcc7b78dd34f760b3f7f,base,,0x095ea7b3,,8,,
0x2157033ee7b0c9db90fbe879dae50b2fe26ad497,arb,,0xd93bf4fe,,8,,
0x7a08b29a7ad4a19a5eca0c82f5f082872488d135,arb,,0x4ae67c59,,8,,
0x69592e6f9d21989a043646fe8225da2600e5a0f7,eth,,0x1ffbe7f9,,8,,
0x3bdca51226202fc2a64211aa35a8d95d61c6ca99,eth,,0xb82ff298,,8,,
0xf617792ea9dceb2208f4c440258b21d2f3fdb9a3,arb,,0x095ea7b3,,8,,
0x32b7c4d32a94ebee77d388b73d86daeee1655c87,eth,,0xb61d115f,,8,,
0x0f30716960f0618983ac42be2982ffec181af265,op,,0xc00007b0,,8,,
0xf7de7e8a6bd59ed41a4b5fe50278b3b7f31384df,bsc,,0x23b872dd,,8,,
0xf56605276cefffe32dfd8b6bf80b93c2a6840136,ftm,,0x126928c4,,8,,
0xca6d678e74f553f0e59cccc03ae644a3c2c5ee7d,bsc,,0x095ea7b3,,8,,
0x88fd1361fc17078e40e6ff1101de950b36f79878,eth,,0x2e7ba6ef,,8,,
0x9f9c8ec3534c3ce16f928381372bfbfbfb9f4d24,eth,,0x095ea7b3,,8,,
0x4724f4b3936b4c2d52f8f452719870c5d4c86b4d,matic,,0xf7c3684e,,8,,
0xf6ee484f82f28d69688f37fe90af514ce212b7c3,eth,,0xa22cb465,,8,,
0x73d7c860998ca3c01ce8c808f5577d94d545d1b4,eth,,0x095ea7b3,,8,,
0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,eth,,0x71ee95c0,,8,,
0x3eedf348919d130954929d4ff62d626f26adbfa2,arb,,0x74399021,,8,,
0xec17aaba6855461e0835a2113efa942f01fd5b39,eth,,0x419c533c,,8,,
0xeca14f81085e5b8d1c9d32dcb596681574723561,arb,,0x23b872dd,,8,,
0x025137c819298654162de2609f407514de4bb027,base,,0xb6b55f25,,8,,
0x53524d1efe0b502cf0bb2dfb955e4d549b04a9dd,linea,,0xb49004e9,,8,,
0x9c4ec768c28520b50860ea7a15bd7213a9ff58bf,base,,0xf3fef3a3,,8,,
0xa6cac988e3bf78c54f3803b790485eb8df3fbaeb,op,,0x3d18b912,,8,,
0xbe68e51f75f34d8bc06d422056af117b8c23fd54,arb,,0x372500ab,,8,,
0xfadc04b92db0b0307773d53e207b055708a63639,eth,,0xa22cb465,,8,,
0x078f358208685046a11c85e8ad32895ded33a249,arb,,0x23b872dd,,8,,
0x76d3030728e52deb8848d5613abade88441cbc59,op,,0x474cf53d,,8,,
0x97bd59a8202f8263c2ec39cf6cf6b438d0b45876,matic,,0x3d18b912,,8,,
0xc4448b71118c9071bcb9734a0eac55d18a153949,eth,,0x439370b1,,8,,
0xbddcf6ab290e7ad076ca103183730d1bf0661112,base,,0xdc707bf1,,8,,
0xb076f79f8d1477165e2ff8fa99930381fb7d94c1,arb,,0x095ea7b3,,8,,
0x0d02755a5700414b26ff040e1de35d337df56218,eth,,0x23b872dd,,8,,
0xdef1c0ded9bec7f1a1670819833240f027b25eff,matic,,0xdac748d4,,8,,
0x8d2de8d2f73f1f4cab472ac9a881c9b123c79627,base,,0xc6878519,,8,,
0x419147482d19709069a89676d76277972d87e7df,eth,,0xa22cb465,,8,,
0x72c3205acf3eb2b37b0082240bf0b909a46c0993,arb,,0x42842e0e,,8,,
0xc60d7067dfbc6f2caf30523a064f416a5af52963,ftm,,0x23b872dd,,8,,
0xf3b9569f82b18aef890de263b84189bd33ebe452,eth,,0x23b872dd,,8,,
0xe7703c5c264cdf7b86bee65582759cd37ed3efac,arb,,0x699a7b51,,8,,
0xe99ead648fb2893d1cfa4e8fe8b67b35572d2581,arb,,0x686f2c90,,8,,
0x4e352cf164e64adcbad318c3a1e222e9eba4ce42,arb,,0x23b872dd,,8,,
0xa36d383955340bac63f7211dcccb4f446c2b8e28,eth,,0x9aa003aa,,8,,
0xd8f9c59176ae25414fc4180f6433fc45b0cbb632,arb,,0xc78291a1,,8,,
0x839d6833cee34ffab6fa9057b39f02bd3091a1d6,eth,,0xe7f8f455,,8,,
0x53e0bca35ec356bd5dddfebbd1fc0fd03fabad39,matic,,0x23b872dd,,8,,
0x2dad3a13ef0c6366220f989157009e501e7938f8,base,,0x095ea7b3,,8,,
0x92d6c1e31e14520e676a687f0a93788b716beff5,eth,,0x23b872dd,,8,,
0x320ed4c7243e35a00f9ca30a1ae60929d15eae37,eth,,0x23b872dd,,8,,
0xdfe0eea4b7ca157cb1faf73fac2135164b375fb0,op,,0xc00007b0,,8,,
0x2297aebd383787a160dd0d9f71508148769342e3,arb,,0x23b872dd,,8,,
0xadbc7ec633b78dc4407215d56eb0861dd7c51431,base,,0x1249c58b,,8,,
0xc38464250f51123078bbd7ea574e185f6623d037,op,,0x095ea7b3,,8,,
0xbe1053ec4ac137c9a5b4462d53d5c2c0b89a2b79,base,,0xa9059cbb,,8,,
0xe9c898ba654dec2ba440392028d2e7a194e6dc3e,base,,0xb6b55f25,,8,,
0x43c25f828390de5a3648864eb485cc523e039e67,arb,,0x23b872dd,,8,,
0x2215298606c9d0274527b13519ec50c3a7f1c1ef,arb,,0x091f72fd,,8,,
0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,bsc,,0x23b872dd,,8,,
0x2c4bd4e25d83285f417e26a44069f41d1a8ad0e7,arb,,0xefef39a1,,8,,
0xc6459e36e1962ce4e2f783772732511bd82e1184,zksync,,0x7fc83eb4,,8,,
0x1eff374fd9aa7266504144da861fff9bbd31828e,eth,,0xd1058e59,,8,,
0x89f1eccf2644902344db02788a790551bb070351,arb,,0xda82ae4e,,8,,
0x0c48250eb1f29491f1efbeec0261eb556f0973c7,eth,,0x23b872dd,,8,,
0x6e364924ae4954f4ce11ccff2a610a231d438c07,eth,,0xa22cb465,,8,,
0x1f9bd6986d0cdcde9fbbe87d142f3dc4ddca1fd9,avax,,0x0020311b,,8,,
0x0bf0ba3962a189d56f358143f38b7ffd26b8d48f,base,,0x095ea7b3,,8,,
0x4d0f4b3e47fc4cdfad942fb5e128bc933b20bd4a,eth,,0x64617461,,8,,
0x3d9907f9a368ad0a51be60f7da3b97cf940982d8,arb,,0x23b872dd,,8,,
0xaacfdf323b44d8b27319249ca3ee1b3aa05083b2,eth,,0xac5288ad,,8,,
0x6602e9319f2c5ec0ba31ffcdc4301d7ef03b709e,eth,,0xa9059cbb,,8,,
0xbaac2b4491727d78d2b78815144570b9f2fe8899,eth,,0x095ea7b3,,8,,
0xe66573518632879fff72d52decc0aab7f49c2e27,eth,,0x47978479,,8,,
0x2e5749c2ffe9d4299d8eea18f90e5f6f00adf8b0,eth,,0x7b3dab8f,,8,,
0xd1d2eb1b1e90b638588728b4130137d262c87cae,eth,,0xa9059cbb,,8,,
0xbe00734799a67a62af2819825580318ac1b1e4ec,eth,,0x095ea7b3,,8,,
0x32eb7902d4134bf98a28b963d26de779af92a212,arb,,0x23b872dd,,8,,
0x1934d4e056d534edb1bb2169a99acef584dcb8bf,base,,0x095ea7b3,,8,,
0x8898b472c54c31894e3b9bb83cea802a5d0e63c6,eth,,0x93f18ac5,,8,,
0x5016878159e84dadb05bb04135f3eac339ae201f,eth,,0x095ea7b3,,8,,
0xf3cd476c3c4d3ac5ca2724767f269070ca09a043,matic,,0x7489ec23,,8,,
0x9f5f971286b5701b5cdec94f34abbfdf92e619b7,eth,,0x9c421449,,8,,
0x9334e37fad7c41cd6c9565bff3a97ce31cee52a3,bsc,,0x095ea7b3,,8,,
0x326490a8f5dcaeaa4a2ad9ea902990c5b0834d9b,eth,,0xdabd76e9,,8,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,eth,,0x8bf6ef99,,8,,
0xdb46d1dc155634fbc732f92e853b10b288ad5a1d,matic,,0xc5d5d96a,,8,,
0xe458018ad4283c90fb7f5460e24c4016f81b8175,arb,,0x745e46f3,,8,,
0x20ec0d06f447d550fc6edee42121bc8c1817b97d,matic,,0x8dbdbe6d,,8,,
0xd99b17388121e57fffe4f7345827f19e339447ec,eth,,0x42842e0e,,8,,
0x62858686119135cc00c4a3102b436a0eb314d402,bsc,,0x23b872dd,,8,,
0xde37e221442fa15c35dc19fbae11ed106ba52fb2,base,,0xee22be23,,8,,
0x4cb680a2589d742c30556e359a352f9c511eef54,bsc,,0xf3326d24,,8,,
0x1164191754f726edb85466f84ae5f14f43c111a9,arb,,0xa8559872,,8,,
0x5b21fbab44ddbcd2b73d5ec34c37250e6a73fe94,base,,0x31279d3d,,8,,
0xccc1825cf04cae4d497b202d1434ec0f79ee535f,eth,,0x42842e0e,,8,,
0xb62e45c3df611dce236a6ddc7a493d79f9dfadef,eth,,0x23b872dd,,8,,
0x327dd3208f0bcf590a66110acb6e5e6941a4efa0,bsc,,0xbc651188,,8,,
0x1fd7dae8ce6190509486e657629975e10ecfef60,bsc,,0x64617461,,8,,
0x0a9f25bac1e81d8558a1d738bbb275299333742b,eth,,0xed643462,,8,,
0x6197863baa357f42e4075f01c443e330fe866e61,base,,0x095ea7b3,,8,,
0x12d41b6df938c739f00c392575e3fd9292d98215,polygon-zkevm,,0x76234759,,8,,
0x508e00d5cef397b02d260d035e5ee80775e4c821,eth,,0x23b872dd,,8,,
0x9072a0c6bd304e8ca838cb17d1d7967877f17fbd,eth,,0xa22cb465,,8,,
0x787c09494ec8bcb24dcaf8659e7d5d69979ee508,zksync,,0x51905636,,8,,
0xbf0c7ccb143126c1be90a426f676f5cb313956d9,base,,0x095ea7b3,,8,,
0x4594cffbfc09bc5e7ecf1c2e1c1e24f0f7d29036,eth,,0xa9059cbb,,8,,
0x191c10aa4af7c30e871e70c95db0e4eb77237530,arb,,0x23b872dd,,8,,
0x688ff0a32366ec4df2e03afc6e68015836205ba0,arb,,0x6c7b69cb,,8,,
0x4790a39d5615bfbdad0e91a58c8b7391d48ffb9a,eth,,0xd954863c,,8,,
0x5673b6e6e51de3479b8deb22df46b12308db5e1e,zksync,,0x126928c4,,8,,
0x4f92ae4960a6ac49fa88bcf9d6d4b8c53f626a55,matic,,0xdf6516bd,,8,,
0xf9bb110d875dd129787f87759a5efc7ee76b3d70,eth,,0x0449015a,,8,,
0xd729a94d6366a4feac4a6869c8b3573cee4701a9,eth,,0xe61fb866,,8,,
0x777172d858dc1599914a1c4c6c9fc48c99a60990,eth,,0x095ea7b3,,8,,
0x19c10fff96b80208f454034c046ccc4445cd20ba,eth,,0x886f9ece,,8,,
0x5e21386e8e0e6c77abd1e08e21e9d41e760d3747,matic,,0x3d18b912,,8,,
0xf47a95bf421c2349de30a465a0d54f95ee79920b,base,,0x84bb1e42,,8,,
0x25ab3efd52e6470681ce037cd546dc60726948d3,bsc,,0xdecf2a48,,8,,
0x93e11be33b25d562635558348da0dd5f74d8377b,op,,0x640ee4b5,,8,,
0xfc91f727333fbb224a6c78839463b0f372ece7d0,matic,,0x64617461,,8,,
0xa4dfe0723ab2a481048371de82f0d6a792d667d2,eth,,0xa22cb465,,8,,
0x9623063377ad1b27544c965ccd7342f7ea7e88c7,arb,,0x23b872dd,,8,,
0xd451ffd204906c1a725c65efe570ad8a6e2b08bd,op,,0x30b70002,,8,,
0x76d3030728e52deb8848d5613abade88441cbc59,op,,0x80500d20,,8,,
0x1f6e4b5ffc94cca08cf6bb1479148d6329d4baf5,arb,,0x095ea7b3,,8,,
0xb5c42f84ab3f786bca9761240546aa9cec1f8821,bsc,,0x095ea7b3,,8,,
0xaf5db6e1cc585ca312e8c8f7c499033590cf5c98,arb,,0x23b872dd,,8,,
0x5e5bfda2345218c9ee92b6d60794dab5a4706342,arb,,0xa2a3c0cb,,8,,
0x55678cd083fcdc2947a0df635c93c838c89454a3,arb,,0x23b872dd,,8,,
0x96015d0fb97139567a9ba675951816a0bb719e3c,arb,,0x095ea7b3,,8,,
0xfaf8fd17d9840595845582fcb047df13f006787d,op,,0x9d507b8b,,8,,
0x9ed7e4b1bff939ad473da5e7a218c771d1569456,eth,,0x095ea7b3,,8,,
0xeb2dfc54ebafca8f50efcc1e21a9d100b5aeb349,eth,,0xd9ecad7b,,8,,
0x18cd499e3d7ed42feba981ac9236a278e4cdc2ee,base,,0x474cf53d,,8,,
0xe4fae3faa8300810c835970b9187c268f55d998f,bsc,,0x23b872dd,,8,,
0x200c234721b5e549c3693ccc93cf191f90dc2af9,matic,,0x095ea7b3,,8,,
0x626e8036deb333b408be468f951bdb42433cbf18,eth,,0x095ea7b3,,8,,
0xb477f57bcc140ef87a789e7e6d1faf1fd531f4af,base,,0x095ea7b3,,8,,
0xf764af8b56245d7331e75d41cf986d2ac052fec1,base,,0x31279d3d,,8,,
0x2e07bd7ac8bcb519a08a253bb1db14dd052b014e,base,,0x09a5fca3,,8,,
0x77760c63940ec0454b977a31ed65d6440ec5fb92,eth,,0x379607f5,,8,,
0x36a1acbbcafca2468b85011ddd16e7cb4d673230,zksync,,0x90411a32,,8,,
0x1d75aa781665a189b240ca3d6d3cbb540ec7f02a,base,,0x095ea7b3,,8,,
0xee9a352f6aac4af1a5b9f467f6a93e0ffbe9dd35,matic,,0x23b872dd,,8,,
0x5979d7b546e38e414f7e9822514be443a4800529,arb,,0x23b872dd,,8,,
0x224d8fd7ab6ad4c6eb4611ce56ef35dec2277f03,ftm,,0x441a3e70,,8,,
0xe2282a50682a1938e0064c4ffdf3001394672a8d,arb,,0xf340fa01,,8,,
0x398baa6ffc99126671ab6be565856105a6118a40,avax,,0xfbee349d,,8,,
0x13f204ea0c9c23cd25f22644ec1e2805442c2bd1,base,,0xbeebc5da,,8,,
0xcfa3ef56d303ae4faaba0592388f19d7c3399fb4,base,,0x095ea7b3,,8,,
0xb554a55358ff0382fb21f0a478c3546d1106be8c,base,,0x095ea7b3,,8,,
0x4838099e16fc56bfdd8a76b7fb9f338513dd1575,eth,,0xa22cb465,,8,,
0x5f64ab1544d28732f0a24f4713c2c8ec0da089f0,eth,,0x095ea7b3,,8,,
0x6f222e04f6c53cc688ffb0abe7206aac66a8ff98,eth,,0x095ea7b3,,8,,
0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,eth,,0x23b872dd,,8,,
0x13d23d867e73af912adf5d5bd47915261efa28f2,bsc,,0x1249c58b,,8,,
0x921b486cc33580af7d8208df1619383470d5dcbe,polygon-zkevm,,0x51905636,,8,,
0xfc8a98c22a9e32948ab028414d67c62c49b16864,eth,,0xa22cb465,,8,,
0x4a3a6dd60a34bb2aba60d73b4c88315e9ceb6a3d,base,,0x095ea7b3,,8,,
0x1b8d516e2146d7a32aca0fcbf9482db85fd42c3a,arb,,0x23b872dd,,8,,
0xddb3422497e61e13543bea06989c0789117555c5,eth,,0x23b872dd,,8,,
0xebcec2e959bad4137925f9ddb68e163cca72242b,base,,0xa0712d68,,8,,
0x955a31153e6764fe892757ace79123ae996b0afb,eth,,0xd1058e59,,8,,
0xb95db5b167d75e6d04227cfffa61069348d271f5,arb,,0x0f3aa554,,8,,
0x18c11fd286c5ec11c3b683caa813b77f5163a122,arb,,0x23b872dd,,8,,
0x9c0241e7538b35454735ae453423daf470a25b3a,eth,,0x095ea7b3,,8,,
0x3b3ae790df4f312e745d270119c6052904fb6790,eth,,0x9871efa4,,8,,
0x60f3680350f65beb2752788cb48abfce84a4759e,eth,,0xa22cb465,,8,,
0x49ba7a75c371539517bb2e2de4d72698a520a29e,bsc,,0xffd8121b,,8,,
0x0c48250eb1f29491f1efbeec0261eb556f0973c7,eth,,0x095ea7b3,,8,,
0x794a61358d6845594f94dc1db02a252b5b4814ad,op,,0xa415bcad,,8,,
0x0800394f6e23dd539929c8b77a3d45c96f76aefc,eth,,0x23b872dd,,8,,
0x3a3548e060be10c2614d0a4cb0c03cc9093fd799,eth,,0x505dc8d6,,8,,
0x64ad353bc90a04361c4810ae7b3701f3beb48d7e,eth,,0xa22cb465,,8,,
0x48077400faf11183c043feb5184a13ea628bb0db,bsc,,0x23b872dd,,8,,
0x7573933eb12fa15d5557b74fdaff845b3baf0ba2,matic,,0x5e2b9146,,8,,
0x5b4f6f099d5178209e032644b1184bfe906de836,base,,0x45a20af0,,8,,
0x32cff5c2a7233097efe3e8dc708d1df141780d69,base,,0x9dbb844d,,8,,
0x037a54aab062628c9bbae1fdb1583c195585fe41,eth,,0x23b872dd,,8,,
0x4d224452801aced8b2f0aebe155379bb5d594381,eth,,0x23b872dd,,8,,
0x29594e7fb86dfa238c02f903a3885a01a20fd722,eth,,0xee863180,,8,,
0x52ce071bd9b1c4b00a0b92d298c512478cad67e8,bsc,,0x23b872dd,,8,,
0x882c173bc7ff3b7786ca16dfed3dfffb9ee7847b,bsc,,0x23b872dd,,8,,
0x8478ab5064ebac770ddce77e7d31d969205f041e,arb,,0x095ea7b3,,8,,
0x30e0e6258587e5abbebfeb8a78dc34b14e0ecb9e,base,,0x095ea7b3,,8,,
0x84edb15bcbf6818879c6fdf26a69700d43100a74,arb,,0x4641257d,,8,,
